Flag,"Vessel Name","Destination Port","Reported Eta","Reported Destination","Calculated Eta","Current Port",Imo,"Vessel Type - Generic","Time Of Latest Position",Latitude,Longitude,"Current Port Unlocode"
Indonesia,"KN 461",,"2016-06-10 00:00:00",,,JAKARTA,0,"Special Craft","2016-07-13 15:30:00",-6.125539,106.8861,IDJKT
Indonesia,"EXPLORA NUSANTARA",,"2015-12-12 21:00:00",CBN,,JAKARTA,8870877,"Special Craft","2015-04-14 08:55:55",-6.106524,106.8782,IDJKT
Indonesia,"TK ISE 5",JAKARTA,"2015-07-29 20:15:00",JAKARTA,,JAKARTA,0,Tanker,"2015-07-30 06:16:23",-6.104647,106.8735,IDJKT
Indonesia,"KEDUNG ADEM",JAKARTA,"1900-01-01 00:00:00",,,"JAKARTA ANCH",7913452,Tanker,"2015-01-23 08:59:46",-6.036852,106.9029,
Indonesia,"BUANA MEKAR",,"2015-12-19 15:30:00",CNOOC,,JAKARTA,0,Cargo,"2016-02-01 17:49:35",-6.147757,106.9497,IDJKT
Indonesia,"TES HENDRI",JAKARTA,"2016-02-02 13:00:00",JAKARTA,,JAKARTA,0,Cargo,"2016-02-03 18:43:10",-6.147748,106.9498,IDJKT
Indonesia,NGAGLIK,,"2014-05-20 12:15:00","TG PRIOK-GERSIK",,JAKARTA,7429607,Tanker,"2014-06-24 10:39:59",-6.079205,106.8843,IDJKT
Indonesia,WORKSHOP,,"2015-10-07 02:00:00",MARUMDA,,JAKARTA,0,Other,"2015-10-28 12:14:25",-6.085218,106.9606,IDJKT
Indonesia,"DEWATA TIMUR 6",,,"No data (CLASS B transponder)",,JAKARTA,0,Fishing,"2022-11-10 03:00:43",-6.101439,106.8042,IDJKT
Indonesia,"AIS TELKOM 1",,,"No data (CLASS B transponder)",,JAKARTA,0,Fishing,"2016-01-06 20:10:19",-6.11745,106.8927,IDJKT
Indonesia,"KN.KAPAK.P 209",,"1900-01-01 00:00:00",,,JAKARTA,0,Unspecified,"2015-02-17 07:40:13",-6.117215,106.865,IDJKT
Indonesia,"HADI V",,"2015-08-08 00:00:00",,,"JAKARTA ANCH",0,Tanker,"2015-10-17 09:08:00",-6.080771,106.8896,
Indonesia,"BNI ACAMAR",JAKARTA,"1900-01-01 00:00:00",JAKARTA,,"JAKARTA ANCH",7401253,"Special Craft","2017-01-16 03:34:04",-6.08633,106.8588,
Indonesia,"SEA BREEZE","ISLE OF WIG","2015-04-26 00:00:00","TOGEAN ISLAND",,JAKARTA,0,Fishing,"2015-06-11 09:56:00",-6.104301,106.7942,IDJKT
Indonesia,"PUTRI IONA",,"2014-01-23 19:00:00",MARUNDA,,JAKARTA,0,Tug,"2014-06-24 16:00:37",-6.094584,106.9316,IDJKT
Indonesia,"SINAR SAMUDRA VIII",,"2016-11-04 15:00:00",PANGKALAMBUN,,"JAKARTA ANCH",5246489,Cargo,"2016-11-09 06:03:38",-6.068685,106.8895,
Indonesia,ARUNA,,"2012-07-22 16:00:00",JAKARTA,,JAKARTA,0,"Pleasure Craft","2014-02-03 05:30:00",-6.090705,106.8095,IDJKT
Indonesia,"KM.BJL I",,"2013-08-22 19:30:00",TG.PRIOK,,JAKARTA,0,Passenger,"2013-12-18 22:58:00",-6.105913,106.8823,IDJKT
Indonesia,"PAUS ONE",JAKARTA,"2015-11-22 10:00:00",JAKARTA,,JAKARTA,7228596,Cargo,"2016-01-17 06:31:29",-6.095037,106.8617,IDJKT
Indonesia,"SINAR MUDA",JAKARTA,"2015-11-15 02:00:00",JAKARTA,,JAKARTA,7430137,Cargo,"2016-03-19 09:41:55",-6.130077,106.9133,IDJKT
Indonesia,"TRICHEM BONITA",,"2013-10-10 20:00:00",PASIR-GUDANG,,JAKARTA,9021459,Tanker,"2013-06-08 19:01:00",-6.07921,106.8914,IDJKT
Indonesia,"NUSANTARA OIL",,"2013-07-13 12:00:00",BITUNG,,JAKARTA,7630725,Tanker,"2013-04-07 18:59:00",-6.058845,106.8876,IDJKT
Indonesia,"MAKO POLAIR",,"1900-01-01 00:00:00",,,JAKARTA,0,Other,"2013-12-15 14:18:00",-6.113362,106.871,IDJKT
Indonesia,"TUNAS 6",,"2012-03-12 13:00:00",JAKARTA,,JAKARTA,8300872,Cargo,"2012-04-09 03:27:00",-6.085087,106.8913,IDJKT
Indonesia,"ALKEN PAPUA",,"2013-01-03 01:00:00",JAKARTA,,JAKARTA,8406561,Cargo,"2013-01-03 23:20:00",-6.070425,106.8758,IDJKT
Indonesia,"MARISA NUSANTARA",,"1900-01-01 00:00:00",,,JAKARTA,0,Passenger,"2011-10-17 06:54:00",-6.104472,106.883,IDJKT
Indonesia,"BNI ALDEBARAN",,"2015-06-11 03:30:00","CNOOC OIL FIELD",,JAKARTA,7403110,"Special Craft","2015-04-29 04:40:07",-6.103618,106.9081,IDJKT
Indonesia,"PERMAI I",PALEMBANG,"2014-10-12 22:15:00",PALEMBANG,,JAKARTA,7355416,Cargo,"2015-02-27 08:54:06",-6.12697,106.8743,IDJKT
Indonesia,"HARMONI MAS II",,"1900-01-01 00:00:00",,,JAKARTA,8903210,Cargo,"2013-11-12 12:57:00",-6.059278,106.8859,IDJKT
Indonesia,"PERMINA SUPPLY NO.29",,"2011-12-31 01:00:00",JAKARTA,,JAKARTA,7435577,"Special Craft","2011-12-03 03:27:00",-6.086327,106.9088,IDJKT
Indonesia,SELMA,,"2013-11-25 20:00:00",SURABAYA,,JAKARTA,9057159,Cargo,"2013-11-23 16:27:00",-6.037,106.883,IDJKT
Indonesia,"KANAL MAS",,"2013-08-25 00:00:00",JAKARTA,,JAKARTA,7712339,Cargo,"2013-09-24 05:43:00",-6.09921,106.8882,IDJKT
Indonesia,SAHABAT,,"2013-12-16 05:00:00",JAKARTA,,JAKARTA,8122593,Passenger,"2013-12-18 16:57:00",-6.105495,106.8826,IDJKT
Indonesia,GANDI,,"2013-11-10 00:00:00",TG.PRIOK,,JAKARTA,8519978,Passenger,"2013-12-16 09:04:00",-6.062907,106.8931,IDJKT
Indonesia,"INDOBARUNA V",,"2013-04-30 21:00:00",CIGADING,,JAKARTA,7010688,Cargo,"2013-06-07 22:04:00",-6.051747,106.9042,IDJKT
Indonesia,"LINTAS BAHARI UTAMA",,"2013-04-16 05:00:00",JAKARTA,,JAKARTA,7607259,Cargo,"2013-05-31 02:06:00",-6.106365,106.8826,IDJKT
Indonesia,"SURYA SENTOSA",,"2011-10-02 06:00:00","TG PRIOK",,JAKARTA,8002717,Cargo,"2011-10-02 11:27:00",-6.102722,106.878,IDJKT
Indonesia,"JM DRAGON 1",,"2012-12-09 18:00:00","TG PRIOK",,JAKARTA,9200213,Cargo,"2012-12-10 03:32:00",-6.042853,106.8949,IDJKT
Indonesia,"SALINDO PERDANA I",,"2012-09-25 10:00:00",BELAWAN,,JAKARTA,7394242,Cargo,"2012-09-20 00:38:00",-6.097502,106.8883,IDJKT
Indonesia,"PERMAI V",,"2012-04-12 09:00:00",JAKARTA,,JAKARTA,7326738,Cargo,"2012-04-16 06:01:00",-6.093357,106.9288,IDJKT
